Word,ExpectedRate
curly,2.098114752
current,3.153307874
currently,3.281834799
cursed,2.486976142
cursive,5
cursory,2.198501011
curt,2.089317191
curtained,3.331816455
curtly,1.610992775
curved,4.016678721
curvy,4.320261498
cushiony,2
cushy,3.584603169
custard-like,2.792840092
custom-made,4.55681825
customarily,3.350719146
customary,2.935226187
cut off,2.005550166
cut out,2.334672418
cut up,2.430136464
cut,3.760391657
cute,3.081798315
cutely,3.350719146
cutting-edge,3.098428164
cylindrical,2.37337366
cynical,3.511014876
czech,4.385826837
daft,4
daily,3.554344018
daily,3.764778187
dainty,3.445700521
damaging,1.423184935
damp,2.496445234
danceable,4.320261498
dandy,4.432393888
dangerous,2.46085472
dangerously,3.056550606
danish,4.278071835
dank,1.573953616
dapper,2.486976142
dappled,4
daring,3.711945756
daringly,5
dark-haired,3.674620964
dark,2.967396893
darkened,3.716730241
darkish,3
darkly,3.441949088
dashing,5
dashingly,5
dated,2.672905456
daunted,4
daunting,4.317437057
dauntingly,4.485148584
day after day,5
day in and day out,4
day in day out,5
day-old,1.456159686
day-to-day,4.00494835
dazed,3
dazzling,4.383230362
dazzlingly,5
de facto,2.486976142
de facto,2.486976142
de luxe,5
de rigueur,4
dead-on,3.968067879
dead,2.461561444
deadly,3.438957269
deadly,1
deadpan,3.350719146
deaf,2.689787479
deafening,1.74971953
dear,3.450143013
dearly,3.547286826
deathly,2.386165236
debatable,2
debauched,2
decadent,4.249987772
deceased,5
deceitful,1.657077088
deceivingly,3.760391657
decent,2.524129909
decently,3.082028008
deceptive,2.006798603
deceptively,4.210545236
decidedly,2.499842989
deciduous,4
decimal,4
decipherable,5
decisive,4.007038069
decorated,4.738693521
decorative,3.688973372
decoratively,3.099687044
decorous,5
decorously,5
dedicated,3.478204139
deep down,4
deep in thought,5
deep-fried,2.515645862
deep,2.770664541
deep,2.621468834
deeply,2.713507143
defendable,5
defensible,4
defensive,1.469680065
defensively,2
deferential,4.239024441
deferentially,5
defiantly,4.245209253
deficient,2.782184659
definable,3
definite,3.856408865
definitely,3.891135418
definitive,2.25685654
deflated,3
deflective,4
deft,1.701557047
deftly,4.236185419
defunct,4.320261498
degraded,1.667585091
dehydrated,4
dejected,2
delayed,3.434812969
delectable,4.214633484
deleterious,5
deliberate,4.063505857
deliberately,2.365681164
delicate,3.588309877
delicately,4.022579071
delicious,4.036763904
deliciously,4.156906469
delighted,4.310484119
delightful,4.1359164
delightfully,4.215967644
delineated,3
delirious,1.312145792
deliriously,5
deliverable,3
delusional,3
deluxe,3.785230605
demeaning,2.316399595
democratic,4
demographic,3.02327707
demonstrably,2.37337366
demonstratively,2
demure,4.485148584
demurely,5
dense,3.181031334
densely,3.760391657
dental,2.587622301
departmental,2.37337366
dependable,3.283336489
dependably,3.154518738
dependant on,4.320261498
dependant upon,2.486976142
dependant,2.783242162
dependent on,3.228299517
dependent upon,1
dependent,2.572342552
depending on,3.597384634
deplorable,1.451446941
deplorably,3
depressed,1.966057196
depressing,2.349111308
depressingly,1.423184935
derivative,3
derogatory,3.810376789
described,5
descriptive,3.672542612
descriptively,3.674620964
deserved,5
deservedly,3.03557017
deserving,3.362818152
desirable,2.598398762
desired,3.760391657
desirous,3.760391657
desolate,4.005345109
desperate,2.248521093
desperately,1.911444639
despicable,4
desultory,3.418679252
detached,1.796242801
detailed,3.540126731
detectable,3.211944461
determined,5
detrimental,1.657077088
detrimentally,3.674620964
devastating,2.004026618
deviant,4
devil-may-care,3
devilish,2.967776365
devilishly,5
devious,2
devoid,2.212116005
devoted,3.931298443
devout,4.008921972
dexterous,4
diabetic,3.080133863
diabolic,3
diagonal,2.519365394
diagonally,2.788387109
dicey,3.90811213
dickensian,4
didactic,5
die-hard,4.738693521
dietary,3.366684669
dietetic,3.350719146
different,3.096221468
differential,3.350719146
differently,3.106482609
difficult,2.942983125
diffident,1.718139942
diffidently,3.674620964
diffused,5
digestible,5
digestive,4.00494835
digital,2.606354164
dignified,4.329348272
dilapidated,2.324569982
diligent,3.347352658
diligently,3.797608919
diluted,3.760391657
dim,2.964332435
diminished,2.627605522
diminutive,2.783242162
dimly,3.430620405
dimmed,3.809054731
dingy,1.618877251
dinky,2.974680942
diplomatic,4.190661521
dire,2.127212519
direct,2.995647365
directional,1.247261155
directly,2.625803931
dirty,3
disabled,3.172475399
disadvantaged,4.485148584
disadvantageous,4
disaffected,2.37337366
disagreeable,1.539194417
disappointed,2.063225193
disappointedly,4
disappointing,1.985985134
disappointingly,2.294847233
disapproving,4
disapprovingly,2.486976142
disastrous,1.754415143
disastrously,1.665659286
discernable,2.733694874
discernible,2.101109396
discerning,4.402505913
disciplinary,4
disciplined,5
discombobulated,2.591632732
disconcerted,4
disconcerting,3.350719146
disconcertingly,4.320261498
discontinuous,2
discordant,4.007570946
discouraging,1.931700878
discourteous,1.782694646
discourteously,3.350719146
discreet,3.735299775
discreetly,4.244160751
discrete,4.476426003
discretionary,2.300503087
discriminate,3.244769649
disdainful,1.45474665
disenchanted,1
disgraceful,1.558919038
disgruntled,1.523995804
disguised,3
disheartening,2.37337366
dished,3.212208829
disheveled,1.847550184
dishevelled,1.285159438
dishonest,3.350719146
dishonored,2
disinfectant,3.350719146
disingenuous,2.553991279
disingenuously,3
disinterested,2.026716324
disjointed,2.304678243
disliked,4.485148584
dismal,1.733466398
dismally,1.218188174
dismayed,3.345662586
dismissive,1.94090381
disorderly,2
disorganised,2.806610689
disorganized,1.983099949
disoriented,1.889130049
disorienting,4
disparate,3.518750911
dispassionate,3.212649741
dispiriting,1
displeased,1.950406062
displeasing,3
disposable,2.791132753
disposed,3
disproportionate,2.853940857
disproportionately,2.974592644
disquieting,3.212649741
disrespectful,1.973692331
disruptive,2.93962363
dissatisfactory,2
dissatisfied,1.677564657
dissimilar,2.486976142
dissonant,2.486976142
distant,2.922129241
distasteful,2.006008457
distinct,3.528922342
distinctive,3.411717173
distinctively,3.42998313
distinctly,2.714128187
distinguishable,3.511014876
distinguished,3.711980517
distorted,1.660202281
distractedly,4
distraught,2
distressed,2.566114328
distressing,2.715421276
distressingly,4
disturbed,3.430459528
disturbing,2.759442535
disturbingly,2.471953068
disused,3
divergent,3
diverse,3.944194937
diversely,5
diversified,4.053497586
dividable,2
divided up,3.27743112
divine,4.234570279
divinely,4.55681825
dizzy,4.171821729
do-it-yourself,3.055170008
doable,4.485148584
doctoral,5
dodgy,3.618392946
dogmatically,3
doled out,3.152582002
dolled up,3.760391657
domed,4
domestic,3.690557277
domestically,5
dominant,2.885859686
domineering,2.37337366
dominican,2.646377168
done for,2.706706832
done with,2.623172087
done,1.752736436
doomed,1.247261155
dopey,3
dorian,5
dormant,3
doting,4.361971977
double time,3
double,2.932310246
double,2.904490724
doubly,3.320530176
doubtful,2.2944968
doubtfully,3
doughy,2.664875783
dour,3
dowdy,2.967776365
down pat,3.72457579
down the stairs,2.763911266
down-to-earth,3.88222489
down,3.26705396
down,2.622178647
downcast,4
downhill,1.762364282
downright,1.484205854
downright,2.017968397
downscale,2.709544934
downstairs,3.350719146
downtown,4.020330338
downward,2.244279596
downward,2.30734209
downwards,2
drab,2.268407185
drafty,2.415541465
dramatic,3.065004469
dramatically,2.448217151
draped,4.190661521
drastic,2.224810781
drastically,2.100227887
draughty,1.692406752
drawn-out,2.486976142
drawn,5
dreaded,3.062800036
dreadful,1.568870268
dreadfully,1.644442792
dreamily,4
dreamlike,5
dreamy,3.505788794
dreary,2.127266941
drenched in,1.958247217
drenched,3.128550484
dressed to kill,4
dressed to the nines,4.146093012
dressed-up,3.457220148
dressy,3.83934297
dried-out,1.793089074
drinkable,2.447534999
drippy,3.405740792
driving,4.585657438
droopy,2.229538678
drowsy,3.350719146
drunken,3.000514268
drunkenly,4
dry,2.193343884
dryly,2.37337366
dual,3.844883958
dubious,3.158716764
dubiously,4
due,2.79031222
due,2.954372669
dull,2.353354969
duly,4.156915697
dumb,2.123661229
dumbfounded,1.508660606
dumpy,4.485148584
dusky,5
dusty,3.173920584
dutch,4.112424077
dutiful,4.485148584
dutifully,4.485148584
dynamic,4.009350171
dynamically,5
dysfunctional,1.266852533
dyspeptic,5
each week,3.845543525
each year,3.991239453
eager,3.332744002
eagerly,3.487979493
earlier,3.076756536
earlier,2.722446285
earliest,2.698276902
early on,3.333421634
early,3.264991597
early,3.075717343
earlyish,3.128550484
earnest,3.159166262
earnestly,2.37337366
earthbound,4
earthen,5
earthly,5
earthy,3.784158691
easily,3.541828303
east african,4
east indian,2.148943512
east,3.755123527
east,3.810376789
eastern,2.995026322
eastside,4
eastward,5
easy,3.64959838
easy,4.202782275
easygoing,4.119297471
eatable,1.64733791
ebullient,4.008921972
eccentric,3.721412266
eclectic,3.896957507
ecological,1
ecologically,4
economic,3.142336051
economical,3.070614691
economically,4.28969758
ecstatic,4.255746723
ecuadorian,4.485148584
edentulous,2
edgy,3.38136425
edible,1.871767842
edifying,4.485148584
educational,4.516086055
eerie,2.605521155
eerily,3.339485726
effected,3
effective,3.250791917
effectively,2.983753321
effeminate,4
effervescent,4.653333396
efficient,3.82967734
efficiently,3.55953461
effortless,4.311276377
effortlessly,4.248436141
effusive,3.259173697
egalitarian,3
egotistical,4
egregious,1.708054656
egyptian,4.540838921
eighteen,2.698129085
eighth,2.487820646
eighty-four,5
eighty-six,5
eighty,3.464668795
either,2.363178147
elaborate,3.083648273
elaborated,3.405740792
elaborately,1.708054656
elastic,3.405740792
elated,3.429206729
elder,4.165048388
elderly,2.724002992
eldest,3.760391657
electric,3.310523363
electrical,3.079742639
electronic,2.65793259
electronically,3.350719146
elegant,3.992131783
elegantly,4.205455973
elemental,3
elementary,2.189078012
elevated,2.731737218
eleven,2.785994897
eleventh,5
eligible,3.237859228
elite,2.546966193
elliptical,4
elongated,3.611246581
eloquent,4.157916263
eloquently,3.352951803
elsewhere,2.157317736
elusive,3.69608559
elysian,3
emaciated,4
embarrassed,1.819935414
embarrassing,1.884247879
embarrassingly,2.136129214
emblematic,3.350719146
eminently,2.155099309
emotional,2.070690896
emotionally,4.007038069
emotionless,1
empathetic,1.756235999
emphatic,2.730204884
emphatically,3.318444302
empty-handed,1.312145792
empty-headed,5
empty,2.210530787
en bloc,3.760391657
en clair,5
en famille,4.653333396
en garde,4.270785108
en masse,2.162855161
en passant,5
en route,2.647186371
enamored,4.320261498
enchanted,4.868354462
enchanting,4.320261498
enchantingly,5
encouraged,4.005811048
encouraging,3.798815882
encyclopaedic,5
encyclopedic,3.843106601
end on,3.059005027
end-to-end,4.653333396
endangered,3.350719146
endearing,3.488734589
endemic,2.229538678
endless,3.034817707
endlessly,2.113919929
energetic,3.561035079
energetically,2.999760174
engaging,3.696795231
engagingly,5
english,2.579233608
engorged,4
enhanced,3.889703941
enigmatic,5
enjoyable,3.82566043
enjoyably,3.785976916
enlarged,2.92706964
enormous,3.294333117
enormously,3.236572715
enough,3.056727693
enough,3.113203005
entangled,3
enterprising,5
entertaining,3.71837172
entertainingly,3.810376789
enthralled,5
enthusiastic,3.527459611
enthusiastically,4.075755413
entire,2.903206928
entirely,2.377314636
entranced,4
entrenched,5
enviable,4.435826928
enviably,4
envious,3.857959871
enviously,3
environmental,4.485148584
environmentally,3.954798864
ephemeral,3
epic,5
epicurean,3.85041314
episodic,4
eponymous,3.168242702
equal to,3.325981181
equal,3.250454267
equally,3.406264895
equidistant,3
equipt,5
equitable,1.285159438
equitably,3
equivalent,2.424078331
ergonomic,5
erotic,5
erratic,2.325203573
erratically,2
erroneous,1.371502159
erroneously,1.750844576
error-prone,3
ersatz,2.519365394
erstwhile,2
esoteric,3.525188912
especial,3.390743107
especially,3.372608835
essential,3.308013719
essentially,2.26366431
established,3.506721462
esthetic,4.007038069
esthetically,3.662462429
estimable,4
et al.,3.188734292
et al,2.920389518
eternal,3.674620964
eternally,4.485148584
ethereal,3.725603095
ethical,4.127066041
ethically,3.674620964
ethiopian,4.004308689
ethnic,3.042035299
ethnically,5
euphemistically,4
euphoric,5
eurasian,4
european,3.713039114
evaluative,4
evasive,1.218188174
even a little,2.229509844
even as,2.349961836
even so,3.011875112
even,3.132673958
even,2.66253772
evenly,3.069236534
eventful,3.439024075
eventual,2.277240442
eventually,2.256093657
ever so,2.960735953
ever-changing,4.630835686
ever-present,4.702005789
ever,3.117498729
evergreen,4
everlasting,4
every bit,4.33159773
every inch,2.901400412
every last,4.583257501
every night,3.708027251
every now and then,4.248436141
every quarter,5
every so often,3.625227464
every week,3.924030679
every which way,3.27743112
every year,3.947322088
every,4.251682099
everyday,3.672705193
everywhere,3.087885328
evident,2.832744323
evidently,2.4181169
evil,3.438957269
evocative,2.152936173
exact,2.673193121
exactly,3.308732325
exaggerated,2.475839699
exaggeratedly,1
exalted,3.760391657
exasperated,1.573953616
exceedingly,2.558767566
excellent,4.027540772
excellently,4.263460988
exceptionable,4.251682099
exceptional,3.964695565
exceptionally,3.530534278
excess,2.684243543
excessive,2.719474449
excessively,2.572289243
excitable,3
excited,2.612891934
excitedly,3.27743112
exciting,3.309167127
excitingly,4.005811048
exclusive,3.408988048
exclusively,3.153398942
excruciatingly,1.902699154
excusable,1.669638681
execrable,4
executed,5
executive,3.752378976
exemplary,4.201752674
exempt,3
exhausted,1
exhausting,1.610312902
exhaustive,4.314700382
exhilarating,4.849711018
exigent,5
existent,1.737403426
existential,3
exorbitant,2.646966061
exorbitantly,2.84187939
exotic,3.401806832
expanded,3.843106601
expansive,3.559931579
expectant,4.485148584
expectantly,4.653333396
expected,2.699684907
expedient,4.278923473
expediently,4.239024441
expeditious,3.199721887
expeditiously,3.541104569
expendable,4
expensive,2.750696701
expensively,1.959625277
experienced,3.022904837
experiential,4.485148584
experimental,2.834117325
expert,4.303452334
expertly,4.350134108
explainable,4.320261498
explanatory,5
explicable,5
explicit,3.174804417
explicitly,2.419413311
exploitative,2.486976142
exploratory,4.320261498
explosive,3.85518065
explosively,5
exponential,5
exponentially,2.20318792
exposed,3.584603169
express,3.220606674
expressionless,2
expressive,3.128550484
expressly,1.922538596
exquisite,4.358337194
exquisitely,4.359501317
extended,3.120588417
extensive,3.875639617
extensively,2.809380105
exterior,3.134552336
external,2.781905147
externally,4
extinct,3.036990161
extortionate,2.967776365
extra,2.983685072
extraneous,3.618392946
extraordinaire,5
extraordinarily,3.236731118
extraordinary,3.794261078
extravagant,3.122348101
extravagantly,3.674620964
extreme,2.433155021
extremely,2.661306217
extrinsic,3
exuberant,2.812999178
exuberantly,4
eye-catching,4.007868833
eye-popping,4.738693521
eyed,3.215145944
fab,3.064718609
fabled,2.743701927
fabulous,4.18682056
fabulously,3.862700248
face to face,4.005811048
face-to-face,3.519307285
facial,1.718336483
facile,3.405740792
factually,3
faddish,4.385826837
faddy,4
fail-safe,4.485148584
faint-hearted,4.485148584
faint,3.749617577
fainthearted,4
faintly,3.438957269
fair to middling,2.28429903
fair,2.413378217
fairly,3.100849319
faithful,3.640972404
faithfully,3.252172869
fake,2.485345179
fallible,5
fallow,4
FALSE,2.503489235
falsely,2.842313662
famed,2.450524086
familial,4.585657438
familiar,3.353639669
famished,2.783242162
famous,3.027887425
famously,4.715328523
fanatic,4.089074348
fanatically,5
fanciful,3.942616832
fancifully,1
fancy,3.168344045
fantabulous,4.537581676
fantastic,4.215151646
fantastical,3.674620964
fantastically,4.120512759
far and away,4.307619784
far and wide,4.610972634
far left,4.127066041
far-flung,4
far-off,5
far-out,5
far,2.34190418
far,2.780742164
farther,3.751614789
farthest,2.093840255
fascinating,3.997953667
fascinatingly,4
fascist,3
fashionable,3.671519221
fashionably,4.653333396
fast-paced,2.152936173
fast,2.956503502
fast,3.049483568
faster,2.656387116
fastidious,4.485148584
fastidiously,5
fat,2.256104044
fatal,3.279376259
fatty,2.108879649
faultless,3.890279209
faultlessly,5
faulty,3.082614258
faux,2.51864052
favorable,2.591676637
favorably,3.683434794
favored,4.447090462
favorite,4.05884565
favourable,2.226849856
favourably,3.788294672
fearful,2.989094564
fearfully,3
fearless,4.008921972
fearlessly,5
feasible,2.872712291
feasibly,5
feathery,5
featured,3.146132844
featureless,5
fed up,2.260075961
federal,3.464668795
feeble,1.358217521
feigned,2
feisty,4
felicitous,4
fell,5
female,2.795572111
feminine,3.810376789
ferocious,4
fertile,5
fervent,1
fervently,3.674620964
festive,3.988223028
fetid,3
feudal,4
fevered,3.350719146
feverishly,2.698129085
few,2.897390626
fewer,2.84496327
fibrous,2.27009199
fickle,4.146093012
fictitious,4
fierce,2.102014941
fiercely,1.312145792
fiery,2.477925822
fifteen,1.932369794
fifth,3.513517651
fifty-fifth,4
fifty-five,2.395027961
fifty-two,1
fifty,2.314524185
figurative,4
figuratively,2.043103817
filipino,2
filmy,2.698129085
final,2.437327738
finally,2.051690554
financial,2.670874856
financially,3.3961632
fine,2.895206517
fine,3
finely,3.402049803
finer,3.054213798
fingerless,5
finicky,4.500742017
finished,2.173232019
firm,2.7968642
firmly,2.483878351
first and last,1.566842973
first class,4.368750032
first of all,2.175526309
first off,2.075349263
first-class,4.371858665
first-come-first-serve,3
first-rate,4.394939659
first,3.29737042
first,2.606911771
firsthand,4
firsthand,2.955961795
firstly,2.32092362
fiscally,1.285159438
fishy,2.329598903
fit,3.239535907
fitly,1
fitted out,2.646377168
fitted,5
fitting,2.785190661
fittingly,4
five hundred,2.486976142
five-year-old,4.849711018
fixed,3.014811707
fizzy,2.355061588
flabby,2.512701318
flaccid,1.843886137
flagging,2.377805306
flagrant,2
flakey,3.687920324
flaky,3.286564578
flamboyant,3.513174334
flaming,3.132673958
flash-frozen,3
flashy,3.186372948
flat out,2.132760988
flat,2.508326242
flat,2.252060701
flatly,1.437616638
flattering,4.219511916
flavorful,3.540991902
flavorless,1.794028095
flavorous,2.698129085
flavorsome,2.986557699
flavourful,3.465211685
flavourless,1.840507491
flavoursome,3.362143391
flawed,3.212649741
flawless,4.47282013
flawlessly,4.52229637
fledged,5
fleeting,4
flemish,5
fleshy,3.810376789
flexible,3.870105834
flighty,2.81697738
flimsy,3.199913616
flip,2.242984488
flippant,2.247908463
flirtatiously,4
floating,4
floppy,2.989094564
floral,3.167664015
florentine,3.420772394
florid,5
floury,2.842313662
flowered,5
flowerless,2.955961795
flowery,2
flowing,3.810376789
fluctuating,3.674620964
fluent,2.550870191
fluently,4
fluffy,3.736622422
fluid,4.485148584
fluorescent,1.827353954
flush,3.566701854
flustered,1.858800389
foamy,2.92525313
focal,3.320530176
focused,3.584406762
focussed,5
foetal,3
foggy,3.470552056
foiled,4
foldable,3
folding,2.167591794
folksy,3.674620964
following,3.15977482
fond,3.184825043
fondly,3.08285542
foolish,2.678932062
foolishly,1.77255919
footed,4
for 24 hours,2.152936173
for a bargain price,4.485148584
for a song,4
for a while,2.717169882
for all practical purposes,3.674620964
for any price,3.098428164
for anything,3.09828373
for certain,3.068948479
for each one,3.897339172
for each person,2.864126705
for example,2.590867506
for free,2.926358522
for good measure,2.229538678
for good,3.132142513
for instance,2.750443912
for keeps,5
for one,2.749529682
for sale,3.681879809
for short,2.193258458
for sure,3.785495763
for sure,3.785495763
for that matter,2.998652552
for the asking,2.591805836
for the first time,3.488198043
for the moment,3.843106601
for the most part,2.828247633
for the time being,3.674620964
forbidden,1.312145792
forced,3.125519392
forceful,2.783242162
forcefully,2.229538678
forcibly,3
foreboding,3
foregone,3.674620964
foreign-born,3
foreign,2.80329461
foremost,3.683937414
foremost,3.012840199
foreseeable,2.702683887
forever and a day,2
forever,2.00128209
forgetful,2.308869319
forgettable,2.186448742
forgivable,1.889219441
forgiving,1.821634836
forgotten,2.37337366
forlornly,2
formal,3.643902906
formally,3.154472523
former,2.841324862
formerly,3.349581555
formidable,4.414491919
formulaic,2.537884166
forth,2.378757193
forthcoming,2.569785738
forthright,3
fortuitous,3.674620964
fortuitously,2
fortunate,4.000997144
fortunately,2.819708297
forty-five,2.457302572
forty-third,5
forty,2.215153086
forward-looking,5
forward,3.729790178
forward,3.310136641
forwards,3.480100085
foster,2.993239282
found,3.189849872
four hundred,1.499150184
four times,2.726298288
four-sided,5
four-year-old,4.320261498
fourfold,4
fourteenth,4
fourth,3.094426747
fourth,4
fractious,4
fragile,1.312145792
fragmented,2
fragrant,4.208225324
frail,4.008921972
franciscan,4.15305148
frank,1.814658008
frankly,2.243413065
frantic,2.314600594
frantically,2.747379104
fraudulent,2
fraught,4.485148584
freakishly,5
freaky,3.674620964
free of charge,3.876634267
free-range,3.784471504
free,3.186475693
free,4
freelance,4
freely,3.177430065
freestanding,2.698129085
freeze-dried,4
french-speaking,3.27743112
french,3.162138582
frenetic,2.809351656
frenetically,3.350719146
frenzied,2.63346548
frequent,3.050343383
frequently,3.38081357
fresh-cut,2.37337366
fresh,3.716843723
freshly,3.41126079
fried,2.957388672
friendly,3.758178905
frightened,3.674620964
frightening,3.788294672
frighteningly,2.165704301
frightful,2.783242162
frightfully,4
frigid,3.232264048
frisky,4
frivolous,4
from head to toe,5
from nowhere,5
from scratch,4.045158786
from start to finish,3.876587481
from the heart,4.004308689
from time to time,3.680638364
front,2.679170571
frosted,2.984788406
frostily,3
frosty,3.410693926
frothy,3.480100085
frozen,1.98479325
frugal,4.10394813
fruitful,4
fruity,3.796205477
frumpy,4.653333396
frustrated,1.858064131
frustrating,2.22309766
full of life,4.019368522
full-blown,1.702265017
full-bodied,3.93650296
full-size,3.513174334
full-time,3.301062003
full,3.019347306
full,4.157916263
fully grown,5
fully,2.967243735
fulsome,5
functional,3.396635482
functionally,4
fundamental,1.900246934
fundamentally,3.264765546
funereal,5
fungal,3
funicular,2
funky,3.31485174
funnily,2
funny,3.155499476
furious,1.617988191
furiously,2.698129085
furnished,5
further,2.492696476
further,2.606607694
furthermore,1.968043826
furthest,2.252861887
fused,4.005811048
fussily,4.320261498
fussy,3.866261255
fusty,4
futile,1.499150184
future,3.539129428
futuristic,4.485148584
fuzzy,2.300443896
gaga,4
gaily,4.485148584
gallantly,4
gamely,3.128550484
gamey,3.310410436
gammy,5
gamy,3.674620964
gaping,3
gargantuan,3.633990768
garish,2.306153721
garishly,5
garlicky,2.921061917
garrulous,4.485148584
gassy,4
gastric,3.372071525
gastrointestinal,3
gastronomic,3.53867081
gastronomical,4.591265406
gaudy,2.38057482
gauzy,3.674620964
gelatinous,1.837941249
general,2.768425195
generalized,3
generally,2.787954447
generational,4
generic,2.515180788
generically,2.229538678
generous,3.735713478
generously,3.823337411
genetic,5
genial,4.084181598
genially,5
genteel,3.862230982
gentile,4.653333396
gentle,3.320510305
gentlemanly,4
gently,3.239682641
genuine,3.892441592
genuinely,3.973198842
geodesic,4
geographic,4.385826837
geographical,4.485148584
geographically,4
geometric,5
georgian,4.036083943
geriatric,3.212649741
german-american,3.674620964
german,3.645895173
germanic,2
ghastly,1.936585476
ghostly,3.674620964
giant,2.837391505
giddy,4.547383762
gifted,3.550531339
gigantic,3.145179707
gilded,3.511525939
gilled,5
gilt,4.239024441
gingerly,5
gingery,3.519307285
give or take,3.866200925
given,4
glacial,2.341977541
glacially,1.718139942
glad,3.709026511
gladly,3.440691315
glamorous,3.594213759
glamourous,4.007570946
glaring,3.350719146
glaringly,2.713875598
glassed,3.760391657
glassy,5
glazed,3.779744913
gleaming,4.485148584
gleeful,4
gleefully,5
glib,4.485148584
glistening,4
global,3.584022275
globally,2.179614393
gloomy,2.835592324
glorified,2.118931479
glorious,4.131264785
gloriously,3.458263366
glossy,3.264294949
gloved,5
glowing,2.696089037
glowingly,4.208549836
gluey,2.056551041
glum,2
glutinous,2.730204884
gluttonous,3.583596701
gnarly,4
god knows how,5
god-awful,2.37337366
godlike,5
gold,2.717496894
golden-brown,3
golden,3.639932339
gone,2.698129085
good and,3.303903144
good enough,2.466210212
good for you,3.765220326
good-hearted,3.350719146
good-humored,4.127066041
good-humoured,4.485148584
good-looking,3.280029292
good-natured,3.828287429
good-naturedly,4
good,3.104394334
good,3.084167697
gooey,2.807617269
goofy,3.111687462
gorgeous,3.835971665
gorgeously,4.419245107
gothic,3.788294672
grabby,2.646377168
graceful,4.273191808
gracefully,3.930050005
graceless,2.543732082
gracious,3.892599551
graciously,3.698625514
graded,5
gradual,2.955961795
gradually,2.880044193
graduate,4.235275377
grainy,2.245422752
grand,3.29542128
grandiose,3.511525939
granular,3.098428164
granulated,2.698129085
graphic,2.601307114
grassy,4.33403179
grateful,3.773162989
gratefully,4.088396843
gratified,5
gratifying,4.497259187
gratifyingly,5
gratuitous,2.01863311
grave,1.926286951
gravely,1.218188174
gray-green,3
gray-haired,1.247261155
gray,2.135178993
grayish,2.69392696
greasy,2.057960288
great,3.81908746
greater,3.097576492
greatest,3.411009362
greatly,2.954097281
grecian,4
greedily,3.132673958
greedy,1.849439662
greek,3.484101537
green,2.947256468
greenish,2.37337366
gregarious,4.314700382
grey-brown,3
grey-haired,5
greyish,1.423184935
grievous,3
grilled,3.22141955
grim,1.933549859
grimy,1.285159438
grisly,2.276538718
gristly,2.062363847
gritty,2.286249034
grizzly,3.618392946
groggy,5
groomed,5
groovy,3.959296987
gross,1.72398508
grossly,1.726384425
grotesque,1.527411619
grotesquely,1
grouchy,1.944752667
ground-floor,5
grown,2.522173662
grownup,4.320261498
grubby,2.967776365
grudging,1.285159438
grudgingly,1.605004482
grueling,4
gruesome,2
gruff,2.306289648
gruffly,1.58387898
grumpy,2.170504039
grungy,3.598862175
guardedly,5
guatemalan,5
guilt-ridden,5
guiltily,4
guiltless,5
guilty,3.335398389
gummy,1.931501053
gushy,4.485148584
gustative,5
gustatorial,5
gustatory,4.00460642
gusty,3
gutsy,3.429206729
habitual,4
habitually,4.485148584
haired,3.566003856
hairy,2
haitian,4.00494835
halal,3
half dozen,2.896124033
half-baked,1.798184833
half-dozen,2.761892897
half-hearted,1.289606109
half-heartedly,2.730204884
half-size,3.418679252
half,2.364342972
half,3.08725664
halfway,2
halting,2
hand and foot,3.588292395
hand in glove,4
hand in hand,2.332981832
hand to hand,2
hand-crafted,4.55681825
hand-held,4
handheld,4.007038069
handicapped,2.764394334
handily,3.72457579
handleless,4
handmade,4.361179425
hands down,4.299351648
hands-down,4.606562159
hands-off,2.974592644
hands-on,4.682926889
handsome,4.162475026
handsomely,3.453365444
handwritten,2.588221366
handy,3.701031496
haphazard,2.641261027
haphazard,3
haphazardly,1.579802839
happily,3.835537239
happy,3.464278321
hard put,5
hard to please,3.431913903
hard-boiled,2.704438404
hard-core,5
hard-hitting,4
hard-of-hearing,4.190661521
hard-pressed,3.971365722
hard,2.846407213
hard,2.360428335
hardened,3.447589599
hardly a,2.260094447
hardly,2.200727205
hardscrabble,5
hardy,4.087280495
harmful,3
harmless,5
harmonic,2
harmonious,4.046191883
harmoniously,4.320261498
harried,3
harrowing,2.37337366
harsh,2.168332137
harshly,1.750844576
hastily,2.126586324
hasty,2.816733796
hated,2
hateful,4
haughtily,2.543732082
haughty,2.369382218
hawaiian,3.302610809
hazardous,2.646377168
hazy,3
head and shoulders above,3.377876981
head over heels,3.760391657
head-on,4
headless,2.19378095
heady,4
healthful,4.112424077
healthily,5
healthy,3.523380442
heaps,2
hearing-impaired,2.955961795
heart and soul,4.28969758
heart-healthy,4.005811048
heart-shaped,2.641466736
heart-to-heart,4
heartbroken,3.405740792
heartfelt,4.381192548
heartily,4.411139485
heartless,2
hearty,3.772030869
heated up,2.317996515
heated,2.695692709
heatless,5
heaven-sent,5
heavenly,4.738693521
heavily traveled,4
heavily,2.409540978
heavy-duty,3
heavy-handed,2.975939878
heavy,2.773235321
hectic,3.127613346
hectically,2
hedonistic,1.810015852
hefty,2.556678329
heinous,3
heinously,1
held,4
hellish,2
hellishly,4
helpful,3.899892187
helpfully,4.051727161
hence,2.650648218
herbaceous,2.982482762
herbal,3.108426496
herculean,2
here and there,2.667292861
here,3.184330397
hermetically,4
heroic,2.792840092
